유형 1,유형 2,유형 3,출제년도,출제월,출제학년,출제교육청,출제번호,문제번호,문제,문제지문,선지1,선지2,선지3,선지4,선지5,정답,모범해석,이미지URL
내용추론,내용일치/불일치,"실용문, 내용일치",2023,11월,고1,경기도교육청,27,11,2023 Australian Gateball Championships에 관한 다음 안내문의 내용과 일치하지 않는 것은?,"2023 Australian Gateball Championships

The Diamond Coast is getting set to welcome the Australian Gateball Championships. Join this great outdoor competition and be the winner this year!

When & Where
‣ December 19 - 22, 2023
‣ Diamond Coast Performance Centre

Schedule of Matches
‣ Doubles matches (9 a.m. - 11 a.m.)
‣ Team matches (1 p.m. - 3 p.m.)

Prizes
‣ Every participant will receive a certificate for entry.
‣ Champions are awarded a medal.

Note
‣ Participation is free.
‣ Visit www.australiangateball.com for registration.
(Registration on site is not available.)",① 4일 동안 진행된다.,② 복식 경기는 오전에 열린다.,③ 모든 참가자는 참가 증서를 받는다.,④ 참가비는 무료이다.,⑤ 현장에서 등록하는 것이 가능하다.,⑤,"[해석] 2023 오스트레일리아 게이트볼 챔피언십

Diamond Coast는 오스트레일리아 게이트볼 챔피언십을 환영할 준비를 하고 있습니다. 이 멋진 야외 대회에 참여해서 올해 우승자가 되세요!

언제 & 어디서
‣ 2023년 12월 19일부터 22일까지
‣ Diamond Coast 공연 센터

경기 일정
‣ 복식 경기 (오전 9시부터 오전 11시까지)
‣ 단체 경기 (오후 1시부터 오후 3시까지)

상
‣ 모든 참가자는 참가 증서를 받을 것입니다.
‣ 우승자들은 메달을 받습니다.

참고
‣ 참가비는 무료입니다.
‣ 등록을 위해 www.australiangateball.com을 방문하십시오.
(현장 등록은 불가합니다.)",
내용추론,내용일치/불일치,"실용문, 내용일치",2023,11월,고1,경기도교육청,28,12,The Amazing Urban Adventure Quest에 관한 다음 안내문의 내용과 일치하는 것은?,"The Amazing Urban Adventure Quest

Explore Central Park while solving clues and completing challenges! Guided by your smartphone, make your way among the well-known places in the park.

When & How
∙ Available 365 days a year (from sunrise to sunset)
∙ Start when you want.
∙ Get a stamp at each checkpoint.

Adventure Courses
∙ East Side: Starts at Twilight Gardens (no age limit)
∙ West Side: Starts at Strawberry Castle (over 15 years old)

Registration & Cost
∙ Sign up online at www.urbanquest.com.
∙ $40 for a team of 2-5 people
∙ Save 20% with discount code: CENTRALQUEST",① 참여하는 동안 스마트폰 사용은 금지된다.,② 일 년 내내 일몰 후 참여할 수 있다.,③ 서편 코스는 나이 제한이 없다.,④ 1인당 40달러의 요금이 든다.,⑤ 할인받을 수 있는 코드가 있다.,⑤,"[해석] 놀라운 도시 어드벤처 탐색

단서를 해결하고 도전을 완수하면서 Central Park를 탐험하세요! 스마트폰의 안내를 받으면서 공원의 명소들 속 자신의 길을 만들어 보세요.

언제 & 어떻게
∙ 1년 365일 이용 가능 (일출부터 일몰까지)
∙ 여러분이 원할 때 시작하세요.
∙ 각 체크포인트에서 스탬프를 받으세요.

어드벤처 코스
∙ 동편: Twilight Gardens에서 시작합니다. (나이 제한 없음)
∙ 서편: Strawberry Castle에서 시작합니다. (15세 초과)

등록 & 비용
∙ www.urbanquest.com에서 온라인으로 등록하세요.
∙ 2-5명으로 구성된 팀당 $40
∙ 할인 코드 CENTRALQUEST로 20%를 절약하세요.",
내용추론,내용일치/불일치,"실용문, 내용일치",2022,3월,고1,서울교육청,26,13,Antonie van Leeuwenhoek에 관한 다음 글의 내용과 일치하지 않는 것은?,"Antonie van Leeuwenhoek was a scientist well known for his cell research. He was born in Delft, the Netherlands, on October 24, 1632. At the age of 16, he began to learn job skills in Amsterdam. At the age of 22, Leeuwenhoek returned to Delft. It wasn't easy for Leeuwenhoek to become a scientist. He knew only one language — Dutch — which was quite unusual for scientists of his time. But his curiosity was endless, and he worked hard. He had an important skill. He knew how to make things out of glass. This skill came in handy when he made lenses for his simple microscope. He saw tiny veins with blood flowing through them. He also saw living bacteria in pond water. He paid close attention to the things he saw and wrote down his observations. Since he couldn't draw well, he hired an artist to draw pictures of what he described.

*cell: 세포 **vein: 혈관",① 세포 연구로 잘 알려진 과학자였다.,② 22살에 Delft로 돌아왔다.,③ 여러 개의 언어를 알았다.,④ 유리로 물건을 만드는 방법을 알고 있었다.,⑤ 화가를 고용하여 설명하는 것을 그리게 했다.,③,"[해석] Antonie van Leeuwenhoek은 세포 연구로 잘 알려진 과학자였다. 그는 1632년 10월 24일 네덜란드 Delft에서 태어났다. 그는 16살에 Amsterdam에서 직업 기술을 배우기 시작했다. Leeuwenhoek은 22살에 Delft로 돌아왔다. Leeuwenhoek이 과학자가 되기는 쉽지 않았다. 그는 오직 한 가지 언어, 즉 네덜란드어만을 알고 있었는데, 그것은 그 당시 과학자들에게는 상당히 드문 것이었다. 하지만 그의 호기심은 끝이 없었고, 그는 열심히 노력했다. 그에게는 중요한 기술이 있었다. 그는 유리로 물건을 만드는 법을 알고 있었다. 이 기술은 그가 자신의 간단한 현미경에 쓰일 렌즈를 만들 때 도움이 되었다. 그는 피가 흐르고 있는 미세한 혈관을 보았다. 그는 또한 연못 물 속에서 살아 있는 박테리아를 보았다. 그는 자신이 본 것들에 세심한 주의를 기울였고 관찰한 것을 기록했다. 그는 그림을 잘 그릴 수 없었기 때문에, 화가를 고용하여 자신이 설명하는 것을 그림으로 그리게 했다.",
내용추론,내용일치/불일치,"실용문, 내용일치",2022,3월,고1,서울교육청,27,14,Rachel's Flower Class에 관한 다음 안내문의 내용과 일치하지 않는 것은?,"Rachel's Flower Class

Make Your Life More Beautiful!

Class Schedule (Every Monday to Friday)
Flower Arrangement 11 a.m. - 12 p.m.
Flower Box Making 1 p.m. - 02 p.m.

Price
• $50 for each class (flowers and other materials included)
• Bring your own scissors and a bag.

Other Info.
• You can sign up for classes either online or by phone.
• No refund for cancellations on the day of your class

To contact, visit www.rfclass.com or call 03-221-2131",① 플라워 박스 만들기 수업은 오후 1시에 시작된다.,② 수강료에 꽃값과 다른 재료비가 포함된다.,③ 수강생은 가위와 가방을 가져와야 한다.,④ 수업 등록은 전화로만 할 수 있다.,⑤ 수업 당일 취소 시 환불을 받을 수 없다.,④,"[해석] Rachel의 꽃 교실

인생을 더 아름답게 만드세요!

수업 일정 (매주 월요일부터 금요일까지)
꽃꽂이: 오전 11시~정오
플라워 박스 만들기: 오후 1시~오후 2시

가격
∙ 각 수업당 $50 (꽃값과 다른 재료비 포함)
∙ 본인의 가위와 가방을 가져오세요.

다른 정보
∙ 온라인이나 전화로 수업 등록을 할 수 있습니다.
∙ 수업 당일 취소 시 환불 불가

연락하시려면, www.rfclass.com을 방문하시거나 03-221-2131로 전화주세요.",
내용추론,내용일치/불일치,"실용문, 내용일치",2022,3월,고1,서울교육청,28,15,Nighttime Palace Tour에 관한 다음 안내문의 내용과 일치하는 것은?,"Nighttime Palace Tour

Date: Friday, April 29 - Sunday, May 15

Time
Friday 7 p.m. - 8:30 p.m.
Saturday & Sunday 6 p.m. - 7:30 p.m.
8 p.m. - 9:30 p.m.

Tickets & Booking
• $15 per person (free for kids under 8)
• Bookings will be accepted up to 2 hours before the tour starts.

Program Activities
• Group tour with a tour guide (1 hour)
• Trying traditional foods and drinks (30 minutes)

※ You can try on traditional clothes with no extra charge.
※ For more information, please visit our website, www.palacenighttour.com.",① 금요일에는 하루에 두 번 투어가 운영된다.,② 8세 미만 어린이의 티켓은 5달러이다.,③ 예약은 투어 하루 전까지만 가능하다.,④ 투어 가이드의 안내 없이 궁궐을 둘러본다.,⑤ 추가 비용 없이 전통 의상을 입어 볼 수 있다.,⑤,"[해석] 야간 궁궐 투어

날짜: 4월 29일 금요일 ~ 5월 15일 일요일

시간
금요일: 오후 7시 ~ 오후 8시 30분
토요일과 일요일: 오후 6시 ~ 오후 7시 30분
오후 8시 ~ 오후 9시 30분

티켓과 예약
∙ 1인당 15달러(8세 미만 어린이는 무료)
∙ 예약은 투어 시작 2시간 전까지 가능합니다.

프로그램 활동
∙ 투어 가이드와 단체 투어 (1시간)
∙ 전통 음식 시식 및 음료 시음 (30분)

※ 추가 비용 없이 전통 의상을 입어 볼 수 있습니다.
※ 더 많은 정보를 원하시면, 저희 웹 사이트 www.palacenighttour.com에 방문하세요.",
내용추론,내용일치/불일치,"실용문, 내용일치",2022,6월,고1,부산교육청,26,16,Claude Bolling에 관한 다음 글의 내용과 일치하지 않는 것은?,"Pianist, composer, and big band leader, Claude Bolling, was born on April 10, 1930, in Cannes, France, but spent most of his life in Paris. He began studying classical music as a youth. He was introduced to the world of jazz by a schoolmate. Later, Bolling became interested in the music of Fats Waller, one of the most excellent jazz musicians. Bolling became famous as a teenager by winning the Best Piano Player prize at an amateur contest in France. He was also a successful film music composer, writing the music for more than one hundred films. In 1975, he collaborated with flutist Rampal and published Suite for Flute and Jazz Piano Trio, which he became most well-known for. He died in 2020, leaving two sons, David and Alexandre.",① 1930년에 프랑스에서 태어났다.,② 학교 친구를 통해 재즈를 소개받았다.,③ 20대에 Best Piano Player 상을 받았다.,④ 성공적인 영화 음악 작곡가였다.,⑤ 1975년에 플루트 연주자와 협업했다.,③,"[해석] 피아니스트, 작곡가, 그리고 빅 밴드 리더인 Claude Bolling은 1930년 4월 10일 프랑스 칸에서 태어났지만, 그의 삶의 대부분을 파리에서 보냈다. 그는 젊었을 때 클래식 음악을 공부하기 시작했다. 그는 학교 친구를 통해 재즈 세계를 소개받았다. 후에 Bolling은 최고의 재즈 음악가들 중 한명인 Fats Waller의 음악에 관심을 가졌다. 그는 10대 때 프랑스의 아마추어 대회에서 Best Piano Player 상을 수상하며 유명해졌다. 그는 또한 성공적인 영화 음악 작곡가였고, 100편이 넘는 영화의 음악을 작곡했다. 1975년에, 그는 플루트 연주자 Rampal과 협업했고, 'Suite for Flute and Jazz Piano Trio'를 발매했으며, 그것으로 가장 잘 알려지게 되었다. 그는 두 아들 David와 Alexandre를 남기고 2020년 사망했다.",
내용추론,내용일치/불일치,"실용문, 내용일치",2022,6월,고1,부산교육청,27,17,Kids Taekwondo Program에 관한 다음 안내문의 내용과 일치하지 않는 것은?,"Kids Taekwondo Program

Enjoy our taekwondo program this summer vacation.

□ Schedule
∙ Dates: August 8th - August 10th
∙ Time: 9:00 a.m. - 11:00 a.m.

□ Participants
∙ Any child aged 5 and up

□ Activities
∙ Self-defense training
∙ Team building games to develop social skills

□ Participation Fee
∙ $50 per child (includes snacks)

□ Notice
∙ What to bring: water bottle, towel
∙ What not to bring: chewing gum, expensive items",① 8월 8일부터 3일간 운영한다.,② 5세 이상의 어린이가 참가할 수 있다.,③ 자기 방어 훈련 활동을 한다.,④ 참가비에 간식비는 포함되지 않는다.,⑤ 물병과 수건을 가져와야 한다.,④,"[해석] Kids Taekwondo Program

이번 여름방학에 태권도 프로그램을 즐기세요.

□ 일정
∙ 날짜: 8월 8일 - 8월 10일
∙ 시간: 오전 9시 - 오전 11시

□ 참가자
∙ 5세 이상 어린이 누구나

□ 활동
∙ 자기방어훈련
∙ 사교성 개발을 위한 팀빌딩게임

□ 참가비
∙ 1인당 $50 (간식 포함)

□ 알림
∙ 가져올 것: 물병, 수건
∙ 가져오지 말아야 할 것: 껌, 비싼 물건",
내용추론,내용일치/불일치,"실용문, 내용일치",2022,6월,고1,부산교육청,28,18,Moonlight Chocolate Factory Tour에 관한 다음 안내문의 내용과 일치하는 것은?,"Moonlight Chocolate Factory Tour

Take this special tour and have a chance to enjoy our most popular chocolate bars.

□ Operating Hours
∙ Monday - Friday, 2:00 p.m. - 5:00 p.m.

□ Activities
∙ Watching our chocolate-making process
∙ Tasting 3 types of chocolate (dark, milk, and mint chocolate)

□ Notice
∙ Ticket price: $30
∙ Wearing a face mask is required.
∙ Taking pictures is not allowed inside the factory.",① 주말 오후 시간에 운영한다.,② 초콜릿 제조 과정을 볼 수 있다.,③ 네 가지 종류의 초콜릿을 시식한다.,④ 마스크 착용은 참여자의 선택 사항이다.,⑤ 공장 내부에서 사진 촬영이 가능하다.,②,"[해석] Moonlight Chocolate Factory Tour

이 특별한 투어에 참여하여 우리의 가장 인기있는 초콜릿 바를 즐길 기회를 가지세요.

□ 운영 시간
∙ 월요일 - 금요일, 오후 2시 - 오후 5시

□ 활동
∙ 초콜릿 제조 과정 견학
∙ 초콜릿 3종 (다크, 밀크 및 민트 초콜릿) 시식

□ 알림
∙ 티켓 가격 : $30
∙ 마스크 착용은 필수입니다.
∙ 공장 내부에서 사진 촬영은 허용되지 않습니다.",
내용추론,내용일치/불일치,"실용문, 내용일치",2022,9월,고1,인천교육청,26,19,Wilbur Smith에 관한 다음 글의 내용과 일치하지 않는 것은?,"Wilbur Smith was a South African novelist specialising in historical fiction. Smith wanted to become a journalist, writing about social conditions in South Africa, but his father was never supportive of his writing and forced him to get a real job. Smith studied further and became a tax accountant, but he finally turned back to his love of writing. He wrote his first novel, The Gods First Make Mad, and had received 20 rejections by 1962. In 1964, Smith published another novel, When the Lion Feeds, and it went on to be successful, selling around the world. A famous actor and film producer bought the film rights for When the Lion Feeds, although no movie resulted. By the time of his death in 2021 he had published 49 novels, selling more than 140 million copies worldwide.",① 역사 소설을 전문으로 하는 소설가였다.,② 아버지는 그가 글 쓰는 것을 지지하지 않았다.,③ 첫 번째 소설은 1962년까지 20번 거절당했다.,④ 소설 When the Lion Feeds는 영화화되었다.,⑤ 죽기 전까지 49편의 소설을 출간했다.,④,"[해석] Wilbur Smith는 역사 소설을 전문으로 하는 남아프리카 소설가였다. Smith는 남아프리카의 사회 환경에 관해 글을 쓰는 언론인이 되고 싶었으나, 그의 아버지는 그가 글을 쓰는 것을 절대로 지지하지 않았고 그가 실질적인 직업을 갖도록 강요했다. Smith는 더 공부하여 세금 회계사가 되었으나 결국에는 그가 사랑하는 글 쓰는 일로 돌아왔다. 그는 첫 번째 소설, The Gods First Make Mad를 썼고 1962년까지 20번의 거절을 당했다. 1964년에 Smith는 또 다른 소설, When the Lion Feeds를 출간했고, 그것이 전 세계에 팔리면서 성공을 거두었다. 비록 영화화되지는 않았지만, 한 유명한 배우이자 영화 제작자가 When the Lion Feeds에 대한 영화 판권을 샀다. 2021년 죽기 전까지 그는 49편의 소설을 출간했으며 전 세계적으로 1억 4천만 부 이상을 판매했다.",
내용추론,내용일치/불일치,"실용문, 내용일치",2022,9월,고1,인천교육청,27,20,2022 Springfield Park Yoga Class에 관한 다음 안내문의 내용과 일치하지 않는 것은?,"2022 Springfield Park Yoga Class

The popular yoga class in Springfield Park returns! Enjoy yoga hosted on the park lawn. If you can't make it to the park, join us online on our social media platforms!

◈ When: Saturdays, 2 p.m. to 3 p.m., September
◈ Registration: At least TWO hours before each class starts, sign up here.
◈ Notes
∙ For online classes: find a quiet space with enough room for you to stretch out.
∙ For classes in the park: mats are not provided, so bring your own!

※ The class will be canceled if the weather is unfavorable.
For more information, click here.",① 온라인으로도 참여할 수 있다.,② 9월 중 토요일마다 진행된다.,③ 수업 시작 2시간 전까지 등록해야 한다.,④ 매트가 제공된다.,⑤ 날씨가 좋지 않으면 취소될 것이다.,④,"[해석] 2022 Springfield Park Yoga Class

Springfield Park에서의 인기 있는 요가 수업이 돌아옵니다! 공원 잔디밭에서 열리는 요가를 즐겨보세요. 만약 여러분이 공원에 오지 못한다면, 저희의 소셜미디어 플랫폼에서 온라인으로 저희와 함께하세요!

◈ 언제: 9월, 토요일마다, 오후 2시부터 오후 3시까지
◈ 등록: 매 수업이 시작하기 적어도 두 시간 전까지, 여기에서 등록하세요.
◈ 주의 사항
ㆍ 온라인 수업 대상: 여러분이 스트레칭을 할 만큼 충분한 공간을 가진 조용한 장소를 찾으세요.
ㆍ 공원에서의 수업 대상: 매트는 제공되지 않으니, 본인 것을 가져오세요!

※ 만약 날씨가 좋지 않으면 수업은 취소될 것입니다.
더 많은 정보를 위해서는, 여기를 클릭하세요.",
내용추론,내용일치/불일치,"실용문, 내용일치",2022,9월,고1,인천교육청,28,21,Kenner High School's Water Challenge에 관한 다음 안내문의 내용과 일치하는 것은?,"Kenner High School's Water Challenge

Kenner High School's Water Challenge는 수질 오염에 대한 대책을 제안하는 새로운 대회입니다. 수질 오염에 대처하기 위한 여러분의 아이디어를 공유해 주세요!

Submission
How: Submit your proposal by email to admin@khswater.edu.
When: September 5, 2022 to September 23, 2022

Details
Participants must enter in teams of four and can only join one team. Submission is limited to one proposal per team. Participants must use the proposal form provided on the website.

Prizes
1st: $50 gift certificate
2nd: $30 gift certificate
3rd: $10 gift certificate

Please visit www.khswater.edu to learn more about the challenge.",① 제안서는 직접 방문하여 제출해야 한다.,② 9월 23일부터 제안서를 제출할 수 있다.,③ 제안서는 한 팀당 4개까지 제출할 수 있다.,④ 제공된 제안서 양식을 사용해야 한다.,⑤ 2등은 10달러의 상품권을 받는다.,④,"[해석] Kenner High School's Water Challenge

Kenner High School's Water Challenge는 수질 오염에 대한 대책을 제안하는 새로운 대회입니다. 수질 오염에 대처하기 위한 여러분의 아이디어를 공유해 주세요!

제출
어떻게: 여러분의 제안서를 이메일로 admin@khswater.edu로 제출해 주세요.
언제: 2022년 9월 5일부터 2022년 9월 23일까지

세부 사항
참가자들은 반드시 4인으로 구성된 팀으로 참가해야 하며 오직 한 팀에만 참여할 수 있습니다. 한 팀당 한 개의 제안서만 제출할 수 있습니다. 참가자들은 웹사이트에 제공된 제안서 양식을 사용해야 합니다.

상품
1등: 50달러 상품권
2등: 30달러 상품권
3등: 10달러 상품권

Challenge에 대해 더 알고 싶으면 www.khswater.edu를 방문해 주세요.",
내용추론,내용일치/불일치,"실용문, 내용일치",2022,11월,고1,경기도교육청,26,22,Margaret Knight에 관한 다음 글의 내용과 일치하지 않는 것은?,"Margaret Knight는 19세기 후반에 특출나게 다작한 발명가였고, 기자들은 가끔 그녀에게 'a woman Edison'이라는 별명을 지어 주어 Thomas Edison과 비교했다. 어린 나이부터, 그녀는 오빠들을 위해 장난감을 만들었다. 그녀의 아버지가 돌아가신 후, Knight의 가족은 Manchester로 이사했다. Knight는 가족을 위해 돈을 벌기 위해 1850년, 12세의 나이에 학교를 그만두었는데, 그곳에서 그녀는 동료 노동자가 결함이 있는 장비에 의해 부상을 당하는 것을 목격했다. 그것은 그녀가 자신의 첫 번째 발명품, 즉 직물 장비에 쓰이는 안전장치를 만들도록 이끌었지만, 그녀는 결코 그 발명품으로 돈을 벌지 못했다. 그녀는 또한 밑이 평평한 종이 가방을 자르고, 접고, 붙이는 기계를 발명했고 1871년에 그것으로 자신의 첫 특허를 받았다. 그것은 작업자들이 손으로 그것들을 천천히 조립할 필요를 없앴다. Knight는 자신의 일생 동안 27개의 특허를 받았고, 2006년에 국립 발명가 명예의 전당에 입성했다.

*prolific: 다작(多作)의 **patent: 특허",① 기자들이 '여자 Edison'이라는 별명을 지어 주었다.,② 가족을 위해 돈을 벌려고 학교를 그만두었다.,③ 직물 장비에 쓰이는 안전장치를 발명하여 많은 돈을 벌었다.,④ 밑이 평평한 종이 가방을 자르고 접고 붙이는 기계를 발명했다.,⑤ 2006년에 국립 발명가 명예의 전당에 입성했다.,③,"[해석] Margaret Knight는 19세기 후반에 특출나게 다작한 발명가였고, 기자들은 가끔 그녀에게 'a woman Edison'이라는 별명을 지어 주어 Thomas Edison과 비교했다. 어린 나이부터, 그녀는 오빠들을 위해 장난감을 만들었다. 그녀의 아버지가 돌아가신 후, Knight의 가족은 Manchester로 이사했다. Knight는 가족을 위해 돈을 벌기 위해 1850년, 12세의 나이에 학교를 그만두었는데, 그곳 근처의 직물 공장에서 그녀는 동료 노동자가 결함이 있는 장비에 의해 부상을 당하는 것을 목격했다. 그것은 그녀가 자신의 첫 번째 발명품, 즉 직물 장비에 쓰이는 안전장치를 만들도록 이끌었지만, 그녀는 결코 그 발명품으로 돈을 벌지 못했다. 그녀는 또한 밑이 평평한 종이 가방을 자르고, 접고, 붙이는 기계를 발명했고 1871년에 그것으로 자신의 첫 특허를 받았다. 그것은 작업자들이 손으로 그것들을 천천히 조립할 필요를 없앴다. Knight는 자신의 일생 동안 27개의 특허를 받았고, 2006년에 국립 발명가 명예의 전당에 입성했다.",
내용추론,내용일치/불일치,"실용문, 내용일치",2022,11월,고1,경기도교육청,27,23,E-Waste Recycling Day에 관한 다음 안내문의 내용과 일치하지 않는 것은?,"E-Waste Recycling Day

E-Waste Recycling Day는 우리 시의 연례 행사입니다. 휴대폰, 태블릿, 노트북과 같이 재활용할 중고 전자 제품을 가져오세요. 친환경적이 되세요!

When
Saturday, December 17, 2022
8:00 a.m. - 11:00 a.m.

Where
Lincoln Sports Center

Notes
• Items NOT accepted: light bulbs, batteries, and microwaves
• All personal data on the devices must be wiped out in advance.
• This event is free but open only to local residents.

Please contact us at 986-571-0204 for more information.",① 3시간 동안 진행된다.,② Lincoln 스포츠 센터에서 열린다.,③ 전자레인지는 허용되지 않는 품목이다.,④ 기기 속 모든 개인 정보는 미리 삭제되어야 한다.,⑤ 거주 지역에 상관없이 참가할 수 있다.,⑤,"[해석] 전자 폐기물 재활용의 날

전자 폐기물 재활용의 날은 우리 시의 연례행사입니다. 휴대폰, 태블릿, 노트북과 같이 재활용할 중고 전자 제품을 가져오세요. 친환경적이 되세요!

언제
2022년 12월 17일 토요일
오전 8시부터 오전 11시까지

어디서
Lincoln 스포츠 센터

주의 사항
• 허용되지 않는 품목들: 전구, 건전지, 전자레인지
• 기기 속 모든 개인 정보는 미리 삭제되어야 합니다.
• 이 행사는 무료이나 지역 주민에게만 개방됩니다.

더 많은 정보를 원하시면 986-571-0204로 연락주세요.",
내용추론,내용일치/불일치,"실용문, 내용일치",2022,11월,고1,경기도교육청,28,24,Undersea Walking Activity에 관한 다음 안내문의 내용과 일치하는 것은?,"Undersea Walking Activity

Enjoy a fascinating underwater walk on the ocean floor. Witness wonderful marine life on foot!

Age Requirement
10 years or older

Operating Hours
from Tuesday to Sunday
9:00 a.m. - 4:00 p.m.

Price
$30 (insurance fee included)

What to Bring
swim suit and towel

Notes
• Experienced lifeguards accompany you throughout the activity.
• With a special underwater helmet, you can wear glasses during the activity.
• Reservations can be made on-site or online at www.seawalkwonder.com.",① 연중무휴로 운영된다.,② 가격에 보험료는 포함되어 있지 않다.,③ 숙련된 안전 요원이 활동 내내 동행한다.,④ 특수 수중 헬멧 착용 시 안경을 쓸 수 없다.,⑤ 현장 예약은 불가능하다.,③,"[해석] 해저 걷기 활동

해양 바닥에서 매력적인 수중 걷기를 즐기세요. 걸어 다니며 멋진 바다 생물을 직접 보세요!

연령 요건
10세 이상

영업시간
화요일부터 일요일까지
오전 9시부터 오후 4시까지

가격
$30 (보험료 포함)

가져와야 하는 것
수영복과 수건

주의 사항
• 숙련된 안전 요원이 활동 내내 여러분과 동행합니다.
• 특수 수중 헬멧 착용 시 여러분은 활동 중에 안경을 쓸 수 있습니다.
• 예약은 현장 또는 www.seawalkwonder.com에서 온라인으로 할 수 있습니다.",
